symbol,ZT24,ZT26,ZT28,ZT30,ZT32,ZT34,ZT36,ZT38,ZT40,ZT42,ZT44,ZT46
ZNF790,1.12851,2.167852,3.007804,2.069895,1.695033,1.900498,1.790293,1.746635,2.188534,1.844696,2.451756,2.767607
PRB3,0.7425749,1.658513,0.9144076,0.857864,0.84055,0.0255575,0.398775,0,0.9224334,0.800977,0.930355,0.798463
FAM49A,0.0670609,0,0,0,0.00590716,0,0.00647236,0.00487994,0.038973,0,0.00667635,0
MYO1C,59.11499,68.2010599,72.2098409,73.814916,63.510461,81.246014,71.170928,72.742735,54.92699,61.890817,56.12234,60.900784
MDS2,0.132102,0.245249,0.335562,0.2773,0.2585,0.187488,0.0928733,0.236002,0.0735532,0.350107,0.0835168,0.0421663
OR7E13P,0,0.129868,0,0,0.103884,0.0352466,0.0440085,0,0.156446,0,0,0
NKIRAS1,3.408504,3.1503911,2.935456,3.9825905,3.2183174,7.600391,3.476654,4.2237809,3.4572328,3.3123157,3.972884,2.722348
UGT2B17,1.66814,1.82343,1.54902,2.80813,3.38134,2.41888,4.09431,2.23962,4.77922,6.40661,4.8525,3.93677
MEIG1,1.762231,1.725352,0.533449,1.122217,0.311376,0.523847,0.298833,0.906545,1.730355,1.055371,1.443229,1.5508456
KIF13B,38.9016786,47.1319643,44.5763213,43.8915382,34.596278,28.131309,43.1955382,23.056145,31.6720592,35.6802748,36.190145,40.08918
NRAP,0,0,0,0,0,0.0223525,0,0.01254717,0,0,0,0
ADH5,76.3176749,86.6782982,89.260183,82.889031,91.948505,99.169037,84.004762,82.911964,72.102309,84.78517016,85.469017,74.244109
HIST1H2BK,50.8869,42.241,37.6482,38.2237,50.6061,118.174,48.0344,166.734,55.5222,46.3335,46.3825,40.0725
TEAD4,5.799436,5.345487,5.5553801,5.939081,5.022644,27.450566,5.233642,12.7686733,6.679867,5.498388,5.511923086,4.0903975
FAM25G,0,0,0.217848,0,0,0,0.313031,0,0.212291,0,0.642443,0
SPG7,21.22855,23.93848,24.06226,24.59314,21.87796,18.27719,22.31434,18.87252,22.70795,21.59527,21.36744,20.22717
HIST1H4K,3.90476,13.255,3.48027,2.18858,1.8556,1.37406,2.71148,6.86221,7.17378,2.03539,9.21302,4.09014
HRNR,0.0123418,0.00330008,0.00995611,0.00530307,0.00834695,0.0169066,0.00914367,0.00688177,0.015685,0.0124724,0,0
IFNA1,0.467747,0,0.0502137,0.145103,0,0.111663,0,0,0.041365,0,0.0483959,0.231621
HES5,0.027578,0.0597383,0.0592613,0.0957923,0.0747104,0.0871463,0.081963,0.0208249,0,0.168408,0,0
C2orf27A,7.71059,6.440202,5.17007,5.93963,4.98556,3.231569,5.08015,5.89169,4.184102,5.93183,4.442859,4.532495
ZNF677,0.110148,0.0999111,0.102486,0.050713,0.0658013,0.0439633,0.0241686,0.0793946,0.0532366,0.139452,0.0618192,0.0947483
ERO1L,516.46436,570.00128,521.39189,513.19485,528.06639,196.249978,241.741351,227.88255,183.440688,327.14022,379.06403,300.22211
F8A1,2.31153,1.33265,1.8539,1.62086,1.82217,3.59107,1.99771,1.84509,1.79292,2.28213,1.74251,1.04857
ZNF823,3.58458,3.600404,3.75978,3.31797,3.628546,3.835151,3.80196,3.497205,3.743737,3.246955,3.53294,2.66808
AP001597.1,0.664601,0.854832,0.749832,1.2166,0.736233,0.598256,0.528202,0.709443,0.709903,0.777954,1.027848,0.856501
ZNF347,0.125586,0.106361,0.157388,0.0861492,0.05661,0.294612,0.165326,0.468176,0.1442318,0.119986,0.2542395,0.109729
PLCG2,11.4561,9.96117,10.42,9.55561,9.70141,6.20187,9.01638,6.23241,7.8577,8.76872,8.68483,9.54132
FCHSD1,9.16216662,8.525332,8.20506,11.268962,7.6394515,10.645003,8.926634,15.837506,7.343391,13.776842,10.5958606,7.563012
ZNF71,0.703016,0.875306,1.32419,0.97153,0.852099,1.00886,0.734524,1.01352,0.75775,0.672491,0.796523,0.714696
S100A6,10055.6838,8040.0116,8117.757,7567.34121,9290.28251,5206.18879,6948.871,6894.73199,8979.72869,8119.3535,8786.18136,7446.89529
RPL12,1721.784069,1805.22536,1751.09177,1625.2778,1778.313209,2258.129168,1866.546815,2301.000914,2196.26124,2098.72499,2065.078473,2005.810248
DNM3,0.207925988,0.1539184,0.082257,0.492112004,0.265846,0.620695,0.211265254,0.210021129,0.545469309,0.3741617,0.1187934,0.517916526
ZNF121,6.8782,8.98462,7.39225,10.0453,7.54377,9.5694,8.31556,6.30704,6.54703,7.78041,7.4353,7.66195
MPZL1,130.256339,143.83771,139.66848,136.83998,141.010964,108.67035,121.353929,109.573168,115.714594,114.848678,124.40775,113.165309
VPS13A,29.6499982,29.7635997,30.601441,35.30427124,33.33898,21.495373,30.776482,21.7397748,28.873978,27.274346,28.39627,23.053885
MBP,24.70287776,27.717368,27.8179306,27.90891548,24.969542,41.8892199,25.81109285,21.55662877,23.42577298,23.0720093,22.7162703,24.4803992
AKAP17A,28.6305,18.582533,24.24186,23.47101,22.098125,18.640932,21.55352,22.085255,23.926686,28.1383,26.58819,22.831311
ELOVL2,0.00772839,0,0.00831093,0,0.00697096,0.115143,0,0.051864,0,0,0,0.00760324
LEKR1,1.108291,0.8111558,0.258516,0.3024948,0.460973,0.366419,0.310714,0,0.1645335,0.6728092,0.4184558,0.0169302
C1orf122,33.977882,27.450233,29.308584,30.48963,35.06424,50.782239,41.7940371,47.2487563,41.907448,31.436008,33.939317,30.58226
SNHG12,17.971658,12.5073865,19.60444,24.2920955,19.1257345,18.7774474,17.6789719,17.6695266,22.5402169,16.8147256,18.844611,17.060672
PCDH20,0.0127859,0.034246,0.00687523,0.00550159,0,0.0200418,0,0.0970457,0.00543371,0,0,0
KEL,0.1432512,0.0358482,0.0468466,0.11702503,0.0919738,0.0999406,0.0643581,0.0380514,0,0.0733836,0.0388575,0
NOL8,7.81640161,9.125957932,13.3689705,10.667945,10.57150999,13.5071869,13.2705796,10.8621294,13.26591661,9.564013433,10.4534294,13.028697
IRAK4,12.839611,12.767363,14.2132074,11.811614,13.195636,13.9521712,12.65477216,14.73777958,11.51934851,10.177701,13.8004109,14.223188
CCDC151,0.476531,0.103148,0.135639,0.166230496,0.0625382,0.0770528,0,0.440369752,0.1199991,0.275268,0.124968,0.143248
DLGAP2,0,0,0.00314764,0,0,0.00229059,0.00578143,0.0043509,0.00247902,0,0,0
MRPL42,51.44638,53.130828,48.341833,51.5257511,55.614436,69.174192,56.339187,69.76624,65.833937,52.625391,54.707763,52.46345508
ENTPD7,14.30889,15.32488,13.409287,16.90577,14.121922,14.706684,15.856243,12.172761,16.07486,12.317518,13.93086,13.7937
ZNF335,6.572753001,6.651943,7.398973,7.980299,5.993625,8.520395958,7.458441228,8.554003,6.582442,7.7926108,6.155154,7.095133
RPS4X,1044.6344,922.96612,1025.251305,870.745449,942.278607,1107.301407,904.803177,1041.501879,984.64162,1013.334739,991.524644,1062.542525
AGAP9,1.7681036,1.29298,1.952498,1.31307,1.12712,1.16522,2.170938,0.771184,1.171992,2.08182,1.598277,1.612524
ZNF273,1.5683246,1.969535,1.6995893,1.4994237,1.9046198,3.13703,1.6872932,2.7768492,1.9264608,2.0581016,1.9014336,2.65561
ZNF84,5.489238,5.45310679,6.5818905,5.181440115,4.913271,5.278127019,4.4215755,6.2479958,5.01256358,5.432564,5.244004,6.1461753
MAK16,4.554768,6.676587,7.568617,5.546183,6.599672,10.637924,8.74305,6.847689,8.7884836,4.253636,6.379943,4.99363
ZNF667,0.54798,0.466838,0.751112,0.525231,0.563429,0.87684,0.410135,0.85536,0.545562,0.452808067,0.67797,0.624868
SIRPA,5.60505,5.49129,6.72049,7.5625,7.5798,19.43108,9.11169,8.87415,7.37127,6.37194,7.32079,8.023766
DSCR8,0,0,0.105245,0,0,0,0,0.233307,0,0,0,0.294623
GRK6,23.293593,21.615465,23.412037,23.3571,19.67905,31.5352815,27.747201,28.5384878,26.031876,23.578265,26.724135,20.59341102
PRIM1,4.55735,6.32093,6.564064,6.79775,8.07954,17.7661619,9.020941,10.0304133,9.128751,9.514245,6.6187754,6.86476
43529,20.254905,18.7612,20.51681,18.19488,19.372786,21.5796,24.468104,24.89454,20.673165,21.48185,20.541979,20.34491
POTEH,0.097705,0.0590684,0.413276,0.0147353,0.0643245,0.0734136,0.0427284,0.0951555,0.0460191,0.222506,0.0725091,0.271554
AKR1B10,334.25364,298.49325,298.68132,364.39551,370.39521,298.70612,474.73858,250.75453,488.15724,336.19454,358.28426,370.06146
SULT1C4,0.0213011,0.0444916,0.0207218,0.0320183,0.0537269,0.0297489,0.116298,0.0281189,0.0496463,0.1130984,0.0980777,0
CYP2A7,0,0,0,0,0.0418361,0,0.0152879,0,0,0,0.0948313,0.0152234
ZBTB14,4.7426,4.93702,6.08965,4.45707,5.91664,5.67739,3.92696,5.20367,4.42245,4.02382,5.06309,5.80416
H2AFB1,0,0,0,0,0,0,0,0,0.017572,0.0581809,0.0393775,0
CD2AP,88.422491,94.57362,85.617552,90.739544,89.785783,55.551142,76.944167,53.988913,68.556138,75.218916,79.41734,82.11094
NUP62CL,4.0309143,5.657916,5.412255,4.775772,4.535294,4.336066,6.717899,3.30349,7.87632,5.1172996,5.495201,6.346496
SFI1,37.567238,21.26074514,37.0520483,38.94350414,32.6019,25.02898502,35.28101978,30.50573134,35.01971057,41.40184094,40.7565148,39.970533
ZNF649,1.77034,2.32938,1.7684,2.14342,1.48212,1.75496,1.59207,1.66549,2.08301,1.91516,1.02873,1.52196
ADH4,1.304721,0.9434401,2.331845,1.9876179,2.099835,1.86808,2.540686,1.01849,2.441725,2.1823415,2.6935377,2.67078
AL138751.1,3.67426,3.87225,4.61404,1.46423,1.49647,1.20877,0,0.552883,1.4841,1.56387,0,1.48101
ZNF248,3.337752,2.549742,2.795575864,5.011884,2.351538,2.975961,2.9409773,2.939691,3.641512,4.02224,3.586098066,2.255174175
SNX29P2,0.236797,0.348651,0.428041,0.581053,0.37352,0.270313,0.259541,0.248746,0.263401,0.390601,0.569877,0.357807
CHSY3,0,0,0,0.0069279,0,1.28702,0,1.51793,0,0,0,0.0395742
TOR4A,49.4356,52.9253,51.8504,53.5101,44.5192,32.1525,51.0978,31.9906,48.8799,47.3478,47.2387,48.7362
LPAR1,0.162485,0.7483454,0.306739,0.629478,0.792277,0.2729595,0.6404669,0.1295684,0.366257,0.2164238,0.1215143,1.1196284
MB,0.267695,0,0,0,0,0,0,0,9.65E-07,0,2.40E-07,0
HIBCH,52.085784,45.43989,65.017053,45.172955,49.101992,42.689521,62.876609,50.832854,54.501134,51.607707,52.17605,58.859026
ZNF544,2.053631,1.4790395,1.841463,0.957108,1.641313,3.398937,2.172559,2.654545,1.69461,2.205872,3.587416,1.405087
TMEM229B,14.880783,17.993531,16.462396,16.938316,19.61448921,18.93507,20.963718,17.343952,13.486875,18.151571,15.333054,15.911895
SOWAHC,22.3665,26.4209,28.9091,28.4471,24.6683,18.1559,24.3126,16.6984,18.8945,18.177,20.951,22.5476
BX247900.1,0.688221,0.775327,0.754743,0,5.3671,0,0.753211,0,0.57909,0,0,0
ZNF770,18.0723,23.13746,21.4962,23.870576,19.975238,18.917829,23.16072,18.63499,18.640692,18.94526,17.6207,19.9052
AC135178.1,0.30795,0.213269,0.311244,0.524425,0.0952821,0.19888,0.342448,0.470584,0.21034,0.2264,0.251645,0.42625
ZNF876P,0.228271,0.133426,0.208668,0.171913,0.1922612,2.27326,0.5093105,0.869285,0.2849857,0.135375,0.265732,0.364617
HMGN5,5.8340906,5.386168,7.457858,5.466709,7.658418,18.98262,6.0297121,21.792605,11.729545,7.148757,10.57845,6.26315
MIER1,19.5027516,21.7023279,21.274262,24.078702,20.33382,18.2604104,21.080825,16.7414159,18.4807072,20.017059,17.5981457,20.5690511
PPIAL4C,0,0.0219821,0,0.00896296,0,0,0,0.0111362,0,0,0,0.035622
MAN1A2,15.756332,14.209244,16.011573,20.413612,16.353919,15.278325,18.932065,16.220853,13.742403,14.482814,12.003314,15.62583425
SVIP,39.30696,34.89518,36.67267,35.69641,43.271403,37.99317,32.906306,28.48873,30.84141,30.198435,35.0267,33.75501
ZNF251,3.365005,3.635703,2.436645,3.942233,2.818534,2.927635,3.608136,5.429195,2.132136,3.989238,3.60845,2.049363
DDRGK1,70.27237,69.937735,69.39373,69.5508,70.14976,97.189308,74.76486,92.705234,84.59167,72.78389,70.32359,65.75299
TFDP1,48.655019,47.847043,54.732596,62.97949,57.189504,80.473017,73.693258,60.668367,74.691113,60.008106,54.742471,58.050793
CLEC4C,0,0,0,0.0260897,0,0.0474637,0.0892252,0.0453979,0,0.0611356,0.0308621,0.0592777
ZNF607,2.196375,2.34138,2.139901,1.95344,1.714303,1.580463,1.919943,1.412782,1.802706,1.882205,1.668947,1.617791
ZNF334,1.069311,0.581342,0.4323469,0.791017,0.490354,0.637008,0.615677,0.3212102,0.79432,0.562789,0.5870236,0.910695
HSD17B11,213.314001,222.32052,210.984378,218.24284,239.282312,178.979541,227.216183,169.432593,228.922457,209.918864,229.963581,205.43384
SZT2,1.9910745,2.388548,2.679431,3.4776377,2.0653588,2.191265,1.5680149,1.691376,2.452409,3.817941,1.899741,1.510498
SULT1C2,117.783865,117.25155,117.338622,127.753835,136.2891403,86.796832,120.35961,86.121204,106.633048,126.622132,126.331006,113.280545
ZXDA,0.634459,0.67951,0.86825,0.757095,0.520371,0.925657,0.584864,1.31675,0.70894,0.636661,0.660278,0.660858
RPS6KL1,2.661108276,2.5289562,4.0242165,3.751428,2.186482,5.14688,4.244061,5.042766,4.683077,4.283341,3.473958,2.755277067
TUBB3,52.0321889,49.322679,47.5492872,43.5315975,45.024453,32.01623644,36.32186145,30.8191586,26.5713301,35.40314845,37.58759045,33.705734
CACNA1E,0.394759534,0.285314034,0.243574,0.360191,0.211692,0.094400735,0.271182201,0.20811217,0.13557581,0.26868619,0.50858866,0.429814501
QRICH1,22.228048,20.718638,26.657336,21.057149,22.405354,32.512813,20.175182,26.650232,24.4742,23.468472,20.271843,21.153846
MLLT4-AS1,7.65703,4.173564,6.935848,11.37916,6.7077475,3.370354,7.46877,4.52818,0.701181,1.533905,3.82733,5.647406856
CSF2RA,4.1050851,3.4766919,6.0389021,5.367093,3.518502972,2.28721,2.7328894,1.8240812,2.4350983,2.7579811,2.9151659,3.6073
FKBP1C,0,0,0,0.0190393,0.0198516,0,0,0,0.037938,0,0,0
DDX42,16.300349,19.4245,25.24161,21.664602,17.81803,26.2640462,22.235195,25.75132772,20.1411,16.408736,18.56106092,18.98233021
RP11-98J23.2,3.988769,1.761899,2.73813,3.297751,3.943151,1.677414,2.663617,1.706508,3.10424,1.662791,4.58245,2.592769
RPL23A,635.90816,656.27667,581.33068,571.38256,674.47822,812.49588,612.18312,830.77102,786.09676,688.01915,721.24799,685.01725
SLC29A3,3.404214,4.719428,5.768712,5.138593,5.242786,5.000573,5.873894,5.44209,5.924971,5.15593,4.302892,4.38546
STYX,5.0804832,5.043942,5.358665,5.375095,4.56223,7.014496,5.06729,7.43046,5.0035724,3.84483,4.338785,4.265668
UBL5,31.0395,18.9823,20.7697,19.7655,32.0696,24.7665,17.4851,31.6384,29.07,26.1185,25.009,17.5221
HELZ,5.33847,6.8992,5.0231,5.330269,5.45557,4.197194,5.01591,4.953671,3.851634,5.79128,4.051225,4.299151
TMEM116,4.8933878,2.9880755,4.862403,3.79040454,3.7149609,4.8588894,4.0928963,4.6447633,5.9307832,6.4516534,4.1196204,3.373536633
UCKL1,29.944898,29.99697,32.569474,27.461449,27.447153,24.108767,25.670395,23.518068,26.87713,32.07493,29.733482,27.101019
CARD11,31.217362,35.118246,35.516856,37.545026,30.121098,22.805337,33.67382,21.471424,23.16585,29.5705,27.790123,30.39552
ZNF485,1.2764026,1.937756,2.199489,2.105754,1.168504,2.42244,2.559319,3.510251,2.110624,2.76953,2.3156325,1.847469
SDAD1,10.092342,11.291733,13.078187,13.5919874,11.304262,18.817069,13.6012143,15.2169393,13.62017,10.447999,9.873829,11.29142
SPDYE8P,1.134079,0.8896046,0.9046,0.9618006,0.8028767,0.592816,0.627879,0.552972,0.45872,0.8632161,0.5981416,0.7231829
H2AFB2,0.223136,0,0.0895083,0,0,0.0227547,0.111688,0.133489,0.017572,0.0581809,0.0393775,0
ZKSCAN8,2.939824,3.44272,4.052193,4.115264,2.908302,4.219874,2.575857,5.420303,2.483114,2.992548,2.911948,3.96214
FAM109A,34.070562,34.823255,41.86592,41.261132,37.818565,31.842568,44.418097,31.126554,36.741899,34.703816,36.84152747,43.054068
TMEM239,0.124793,0.0171524,0.0258968,0.0480785,0.0359916,0.0249639,0.00864208,0.0374342,0.0208832,0,0.0325525,0.0159238
HIST1H4F,0,0,0,0,0,3.49604,0.183488,0.301707,0,0.962471,0,0
HYLS1,3.705739,3.898221,2.888434,3.025965,3.077019,4.003503,4.69678,3.88049,5.100066,2.875814,3.354459,3.975394
MYL4,4.47E-06,7.99E-07,0,0,0.131332,0.223401,0,0,0.281851,0,0.601557,0
HIST1H4I,1.03885,0.749744,0.830014,0.462438,0.697529,0.567972,1.00267,0.804099,0.507994,1.13834,0.820699,0.867579
ZNF442,0.204865,0.7395515,0.3005035,0.06206999,0.256169,0.3789995,0.1868644,0.2543994,0.0903979,0.331685,0.1435885,0.2533986
ZNF813,1.11767,3.28312,1.30354,1.282713,1.087751,1.30376,1.22236,1.160177,1.316562,0.988538,1.750652,1.06854
PIM3,82.47952,87.43531,100.91361,89.85487,87.33034,59.45678,70.91376,49.26233,56.02459,69.40661,82.04062,72.02043
ASNA1,48.1604,45.2029,47.4283,51.5972,51.6853,99.742,52.0279,96.0901,59.3816,53.5172,50.4793,52.0097
RP11-544M22.1,0.92889,0.446175,0.754322,0.682276,0.411282,0.295016,0.65814,0.382742,0.427066,0.543286,0.630429,1.1031
ASPH,426.666015,447.449019,444.1969235,420.468135,367.590735,244.2009888,338.5390479,234.938291,295.0531231,343.242489,345.105397,355.35595
HIST1H3A,0.684158,0.626562,0.14617,0.747382,0.248014,1.80249,0.824352,0.665244,0,0.431137,0.292209,0.6874
SPRED2,35.249684,34.2509641,34.70586712,35.1197416,28.980197,28.742669,25.254673,24.259517,27.60882818,24.264539,28.556053,29.015172
WWP2,15.45111083,16.923,16.309153,15.545,13.64935491,12.09250063,17.90424508,12.25120233,16.33193911,15.7436241,15.45510058,17.27533183
HIST1H2AL,1.28483,0,0,0.245814,0.332366,0.520129,0.366527,0.289114,1.1045,0.856343,0,0
GFPT1,103.428178,117.8854,109.451537,100.547726,96.045755,64.410516,90.393479,61.4258,71.244594,86.6915,89.849405,92.177719
UVRAG,9.314831328,10.59319002,11.8175047,11.14365702,8.724978737,13.61479639,10.6748971,11.3188632,8.984511106,10.51058441,10.49062241,8.806861805
AC092291.1,8.08124,0.73462,5.82697,1.76586,3.46193,0,2.44506,8.48416,4.21726,4.45311,5.78725,0
ZNF26,1.1585678,3.3893698,2.8841685,1.7041386,1.6888779,5.975405,1.9351908,2.6524474,1.2254949,2.4872663,3.113952,1.4724335
ITSN2,14.727705,16.632863,14.811093,14.722119,11.223861,13.9299785,12.48933194,13.6434724,13.52508719,12.47482095,11.987008,11.78757705
NTRK1,0.298823,0,0,0,0,0.2084538,0.0102254,0.4317221,0,0,0.0105578,0
BZW1P2,82.1377,87.9619,84.6255,79.9127,89.4026,77.2561,78.3117,59.1313,79.3103,67.7641,58.1487,66.4982
MGEA5,90.17219201,95.33751,113.322455,100.160589,82.256521,55.975071,80.552092,64.929174,57.389416,82.110682,79.16936834,76.645439
CTD-2173L22.4,0.0704286,0.231999,0.3314423,0.157895,0.267435,0.274986,0.720965,0.657069,0.325888,0.225448,0.232365,0.31725
MT1F,4.083,5.0962,5.28393,4.37388,7.32498,4.55094,4.26273,5.02837,4.10358,6.61377,7.11481,8.51156
FAM115A,24.1457675,28.976088,29.348305,30.803711,24.530246,23.402171,25.338409,22.491971,22.864461,24.697288,24.583506,25.251111
ZNF69,1.744001,2.001702,2.829069,3.400675,2.522846,1.389304,3.833932,1.186899,2.054178,2.532486,2.711726,2.614665
TXNRD1,122.8853818,125.3804476,104.687052,121.0550483,132.6241699,248.4571527,148.2067062,379.130877,134.3474127,117.376688,117.9719546,132.0546857
AF241725.1,0,0.642119,0,0,0,0,0,1.32939,0,1.22323,0,0
NRARP,5.56429,5.40101,5.90363,5.87649,5.3623,4.71633,7.05043,4.57237,7.05579,5.21674,5.53414,6.53793
ZNF583,0.00885686,0.351176,0.02725365,0.00534073,0.0223929,0.520629,0.0319605,0.500553,0,0.02568824,0.0517974,0.361252
F8A2,2.48423,3.03391,3.07139,2.43129,3.02528,1.9988,3.18385,1.94083,3.34678,1.9301,2.51419,3.2074
ZNF568,0.948748,1.1565599,0.781778,0.81508968,0.7482272,1.40200393,0.6706816,1.4267829,0.829392,0.895074,1.0313772,0.5346305
ZXDB,2.40775,3.2949,3.01515,2.89132,2.36887,2.16417,2.34578,2.7216,2.35322,2.01745,2.59541,2.99501
CYP21A2,0,0.062838877,0.0283763,0.01297325,0,0.006751968,0.042156922,0.011041134,0.0127859,0.003371,0.014778492,0
ZNF480,0.1875193,0.0979961,0.3022277,0.134951,0.1833996,0.156301,0.175526,0.252681,0.1770877,0.268894,0.0365614,0.631247
ZNF587,22.429293,20.562148,21.181625,22.974273,20.096724,18.524045,25.97437,16.01635,20.182613,19.945293,22.200663,20.796983
TPM2,0.9859862,0.52205,0.678385,0.5798401,0.220879,48.5276164,1.047516,47.916316,0.5031365,1.3671113,1.0634314,0.760345
RTP2,0,0.0575114,0,0,0.0719589,0,0,0,0,0,0.0545608,0
ZNF280B,0.444283,0.3190796,0.380793,0.400012,0.354591,0.248434,0.423492255,0.2029993,0.4510655,0.304599,0.4523875,0.197499
SH3BGRL2,50.9088,53.4967,54.5012,57.6846,52.7303,38.7419,57.8537,34.0393,51.994,48.0644,50.5877,51.311
ZNF808,5.973314,5.843558,6.642661,4.719831,5.259838,4.3776616,3.756021,5.068854,3.487265,5.263683,3.849871,7.233664
ANKRD35,0.0660507,0.0150809,0.0806039,0.0322949,0.00845243,0.0147037,0.0185255,0.02242644,0.02093076,0.1205738,0.0669302,0.2037167
B3GNT6,0.121221,0.0495265,0.328623,0.072716,0.117636,0.08024,0,0.1970564,0.0905735,0.0654567,0.162881,0.18939
RP11-208N14.4,0.0119609,0.0514043,0.0257202,0.0412705,0.0863304,0.00939388,0.0118277,0.0715406,0,0,0.0488685,0
YTHDF2,29.872828,37.337135,41.100253,37.296386,33.857918,48.511401,44.084061,40.711126,36.583009,33.115479,36.658979,35.163491
NBR2,10.60595,9.30475,10.9654,11.92345,11.70624,8.02711,10.39935,8.04992,8.45426,11.51067,13.81253,14.26082
TMA16,8.452661,9.7670856,9.994990072,8.760286,11.8034124,17.113402,12.924606,14.358536,12.651933,10.185185,9.5531264,11.021349
ATL1,3.585347,1.79327014,4.078896,2.514965,2.3409101,2.05459201,2.9825234,2.77494,2.524497,2.031439862,2.698749,2.468251
CNGA1,3.330317,3.762535,5.17113,6.64758543,4.74019,2.52182,4.2215983,3.736754,3.07417475,5.322423664,3.3363136,4.667429
MAFK,39.74447,39.94849,44.83563,44.83299,37.03761,30.22512,32.226,28.85135,29.34643,32.80211,37.4804,34.49661
HIST1H4E,0.627738,0.054322,0.620573,0.479193,0.362739,0.455816,0.223815,0.624723,0.347739,0.408599,0.670096,0.421191
C1orf228,1.2474068,0.861155,0.737895638,0.8803045,0.3177437,0.2041914,0.4418747,0.8206518,0.287484,2.0321157,1.443067,2.480197
ZNF43,0.084332,0,0.0147655,0,0.0321621,0.600367,0.0627521,0.432067,0.0246987,0,0.0285296,0
GPN1,12.0140216,13.946946,14.841046,13.309055,14.3362811,27.326176,15.02514315,23.421314,17.493126,14.23655907,13.47375921,15.698413
PLN,0.0497397,0,0.0891134,0.200622,0.0448877,0,0.0820207,0.149189,0.0284636,0.0672833,0,0.0653439
PABPC1P2,0.112085,0,0,0,0,0,0,0.0318921,0.0182825,0.0646205,0.0651955,0
C2CD4A,0.611376,0.458341,0.573885,0.73372,0.322791,0.394755,0.592293,0.303558,0.783301,0.450764,0.575518,0.507311
ZNF28,5.756453,7.8519824,6.320298,6.93287,6.556562006,4.176562,5.144967,4.0809692,6.623531,6.822765,6.308071,4.170704
ITGBL1,0.4112314,0.4328886,0.343726,0.116639058,0.1798509,0.1261147,0.3642746,0.11226,0.2151635,0.0874793,0.0702902,0.157738
ZNF511,52.23823,52.26433,53.19635,61.68137,49.76912,59.382412,64.64211,47.00122,50.6657,52.72901,46.78323,47.43037
C20orf203,0.122488,0.189254,0.098598,0.0946431,0.0969594,0.12196,0.0398488,0.086681,0.0661665,0.13067,0.0779622,0.0904195
ZNF627,3.18968,3.72239,2.94824,3.05939,3.24036,4.10857,3.28026,5.39072,3.31902,3.00425,3.51958,4.39582
KCNRG,0.657818,0.411151,0.546546,0.575581,0.309978,0.5649877,0.195885,0.954,0.387977,0.299463,0.4220127,0.772107
WDHD1,2.948026,4.152584006,4.951712619,5.10187,5.003507,12.796233,8.1757822,8.271326198,6.418285,5.0036441,3.9486017,4.333451
ZNF789,18.596501,21.698409,21.415349,20.416767,18.606944,13.354178,17.101925,17.760889,18.436584,20.29127609,18.113127,13.695991
HIST1H4L,0,0,0,0,0.237545,0,0.79971,0,0,0.842631,0,0
CTNND1,174.505362,166.0652798,171.2961742,168.1889125,159.3222277,115.9644935,157.1035633,115.1569932,131.7216853,151.4286833,146.2507212,142.9722496
DDX39B,18.5769571,18.32155158,20.70312315,19.75949892,18.27278329,26.3854051,22.45321894,23.2896774,23.42645767,19.56120888,19.58210143,19.07562226
ZNF658B,0.07874886,0,0,0.081571273,0.0241795,0.078906,0,0.0845267,0,0.393843,0.46798,0.172923
SLC34A3,0.201329,0.183365,0.216431,0.0133792,0.232833,0.2420729,0.0919243,0.264296,0.199191,0.354017,0.201778,0.213586
RD3,0.0616861,0.0456658,0.011395,0.00914174,0.0475776,0.00581957,0.0524014,0.0710549,0.0187932,0.0327202,0.0106484,0.0937422
SH2D1B,0.11482601,0.408896,0.5221366,0.2253983,0.1243445,0.1386132,0.064142934,0.1336563,0.130931,0.0158051,0.104284,0
ARC,0.0783102,0,0.00842127,0.0809194,0.0635722,0.0638399,0.0541801,0.0583957,0.0199957,0.0396237,0.0319462,0.0616348
AC073343.1,0,0,0,0.13830196,0.028718486,0.3583259,0.0821357,0.196365814,0,0.100208,0.132898186,0
NUDT16,32.70178,32.5524648,34.564349,33.3995982,31.728306,27.428663,33.158111,28.532228,32.45563,31.381993,30.328469,29.891612
TLK1,19.068847,25.24228957,21.80936336,21.283565,18.9281643,27.97125494,21.24857813,26.32650085,15.28063537,20.0221636,18.9908688,20.3899869
LRBA,36.807283,45.295182,44.493165,50.201925,40.5543755,34.663926,40.3741715,29.101136,34.41839,40.47731,38.125751,36.996221
C3orf35,0.957097,0.9051559,1.4334643,0.6375884,0.6561488,0.3198832,0.5642805,0.8019067,0.600384,0.7553555,0.79653,0.48014
MMP17,0.172867,0.0880116,0.2947984,0.2405772,0.28083,16.435679,0.1850878,20.8827233,0.3390324,0.102145,0.5241031,0.742627
BAZ1A,13.39173021,16.382068,20.916172,20.40554,17.727972,19.574984,18.050951,14.968096,14.9493015,16.03746572,14.68713301,16.3292024
AKR1C4,1.02549,1.407288,1.094833,0.8861296,1.840877,1.197244,2.69335,1.402217,1.989718,1.42414,1.461617,2.287699
COPS8,22.950689,24.98895,25.782901,23.583935,28.662376,49.502471,25.765224,47.44715,28.94216,25.264413,25.690979,28.031523
PPIAP22,0.516665,0.794351,0,0.131933,1.00075,0.313986,0,0.459292,0,1.0054,0.151281,0.284162
