"symbol","FKPM_CTL_ZT10","FKPM_CTL_ZT14","FKPM_CTL_ZT18","FKPM_CTL_ZT2","FKPM_CTL_ZT22","FKPM_CTL_ZT6"
"Cdc25b",8337.81,7815.18,9604.06,8356.98,8201.62,9056.35
"Cdc25c",3342.68,3675.84,3056.77,2981.91,3005.76,3074.75
"Cdc27",60220.4,67406,58390.2,63684.6,62841.5,60280.5
"Cdc34",20895.2,18001.9,22135.6,19043.2,17351.4,23023.2
"Cdc37",30288.665,30867.705,33274.835,33997.355,28111.48,32880.655
"Cdc37l1",31253.35,37745.8,34771.45,31062.15,32901.85,30438.7
"Cdc40",29311.9,34463.55,30136.4,30374.85,31886.2,27382.8
"Cdc42",52146.35,53995.35,49538.2,54038.1,51807.85,51321.25
"Cdc42bpa",104960.75,115877.75,106994.25,108909.85,118745,111790.25
"Cdc42bpb",65079.45,64002.7,66567.8,65888.25,59305.15,69761.55
"Cdc42bpg",6060.12,6240.73,6507.68,6772.42,6243.16,6844.32
"Cdc42ep1",12268.7,11600.7,10754.1,12537.4,12375.5,12209.4
"Cdc42ep2",11809.1,12413.6,11160.3,13266.6,11947.4,12840.3
"Cdc42ep3",11640.7,12018.8,10446.8,11965.1,13227.6,12010
"Cdc42ep4",68646.6,75078.6,64587.7,53816.3,58136,60855.8
"Cdc42se1",48108.4,51649.8,45360.6,45865.2,49030,44867.5
"Cdc42se2",5457.02,6021.35,5318.1,6601.18,6423.57,5376.23
"Cdc42se2-ps1",116604,125625,113572,118725,116427,110685
"Cdc45",660.33,942.874,491.859,933.101,742.741,995.402
"Cdc5l",68992.6,73666.9,65494.5,68610.6,73049.2,66746.3
"Cdc6",204.466,243.841,193.417,207.377,209.082,320.21
"Cdc7",5144.05,5559.36,5939.39,5518.6,6909.79,6042.75
"Cdc73",19388.6,21214.2,19740.3,22173.1,19412.7,20360.7
"Cdca2",281.57,252.697,281.634,222.191,341.14,414.632
"Cdca3",193.267,198.57,140.778,230.336,576.026,316.853
"Cdca4",7918.64,7653.81,5965.04,7010.67,7324.67,7701.05
"Cdca5",106.602,40.759,62.2607,37.1894,58.4864,72.9561
"Cdca7",1389.7,1475.32,1121.41,1373.23,1640.35,1630.16
"Cdca7l",613.42592,718.7593,559.98,555.8515,506.1278,640.46
"Cdca8",826.07,881.858,1116.02,725.28,698.908,653.045
"Cdcp1",71.852,45.215,27.2803,0,22.21,0
"Cdcp2",0,24.19,0,37.5704,0,93.1136
"Cdh1",2530.22,2083.87,2293.03,2596,1460.02,2115.04
"Cdh10",58405.4,63120.9,59032.7,58658.9,67731.4,62288.7
"Cdh11",137843,140831,131857,139718,148735,139552
"Cdh12",43076,54819.9,46073.3,47239.1,47806.2,41506.4
"Cdh13",42708.55,43033.85,36097.835,38122.35,41960.95,41744.85
"Cdh15",2520.25,1820.97,2060.98,2119.8,1587.7,2452.05
"Cdh16",0,0,0,0,0,0
"Cdh17",206.514,32.3694,118.029,150.99,36.2763,89.6029
"Cdh18",45368.8,47408.5,46216.5,45067.7,51765.7,47363.6
"Cdh19",9251.62,10393.7,7946.59,9312.38,9716.48,8816.32
"Cdh2",118835,122923,114238,119643,124715,112061
"Cdh20",12282.8,14830.8,14303.3,14623.1,15729.7,15814.5
"Cdh22",5724.87,4760.85,5870.56,5283.28,4750.92,5958.24
"Cdh23",2021.16,1948.2,1778.51,2532.31,2376.57,1928.52
"Cdh24",5850.38,5229.94,6213.71,5658.07,6158.27,5537.95
"Cdh26",26.3276,97.3184,109.121,18.2861,114.058,118.053
"Cdh3",6443.59,4117.52,2820.21,4618.18,1948.1,7027.87
"Cdh4",7550.77,7161.5,8646.16,7984.98,8494.33,8493.56
"Cdh5",5723.884,5689.1305,6261.20815,5877.223,4714.0155,5796.901
"Cdh6",11516.3,15157.4,13618,12762.7,15164.9,11807
"Cdh7",12010.1,14499.7,11448.6,12507.5,14387.6,13140.9
"Cdh8",93633.1,109510,86234,92943.8,106445,95137.1
"Cdh9",51483,54265.5,55430.7,72551.7,65058.3,65943.7
"Cdhr1",6154.35,4711.33,3488.95,5443.34,4228.07,4321.15
"Cdhr2",17357.1,17727,16758.6,17512.9,17609,17809.9
"Cdhr3",1668.8,1262.18,1250.11,1600.37,1124.69,1310.57
"Cdhr4",547.1418,551.5075,514.861,644.3325,371.194,597.33725
"Cdhr5",77.5281,63.0749,27.2803,18.667,51.6233,0
"Cdin1",2485.62,1871.6,2318.65,1994.52,1702.09,2074.6
"Cdip1",189917,198988,187504,191327,193565,182435
"Cdipt",29986.005,30549.01,29176.355,30143.215,29742.21,29020.355
"Cdk1",0.853981,0.137974,0.374718,0.160425,0.854296,0.192776
"Cdk10",17179.6,17352.45,17326.2,17194.75,18143,16164.95
"Cdk11b",8418.5575,10190.25,10867.8,10062.6161,9571.6825,9843.45
"Cdk12",20611.3333333333,21774.8133333333,22760.37,21205.49,23147.8533333333,20994.1
"Cdk13",44186.2,46525.4,42035.1,44746.8,44656.1,43592
"Cdk14",194436,208442,184874,201915,205669,192788
"Cdk15",172.616,195.718,150.782,173.901,124.176,278.639
"Cdk16",58188.25,60610.6,57463.45,60239.75,61979.2,56360.05
"Cdk17",156720,165926,143741,150862,159760,152139
"Cdk18",14418.3,13501.9,14192.2,14252.1,14434.5,14890.9
"Cdk19",84241,95279.1,88523.7,92754.6,94274.9,87772.3
"Cdk2",2276.57,2204.52,2632.4,1822.18,2278.89,2287
"Cdk20",8551.43,9982.15,10939.7,10107.2,9703.71,9586.39
"Cdk2ap1",37756.3,38030.1,35602.4,36850.7,34967.6,35086.6
"Cdk2ap2",9247.45,8414.51,9056.6,10447.4,8447.17,9520.08
"Cdk4",17695.8,18335.3,15753.3,17215.5,17594.1,17244.8
"Cdk5",46065.1,54106.4,50757.7,50918.2,51772.8,51530.5
"Cdk5r2",7308.06,2513.87,9544.2,5101.22,3150.02,8446.62
"Cdk5rap1",17538.9,16680.4,14665.5,15488.8,16602,16562.7
"Cdk5rap2",11099.865,12094.05,10640.58,12341.25,13392.4,12033.35
"Cdk5rap3",27990.9,28568.2,23577.8,25900.4,24851,27043.5
"Cdk6",1890.22,1675.85,1861.03,1264.32,1254.44,1782.74
"Cdk7",14710.2,18429.9,14426.1,15815,14734.3,15014.8
"Cdk9",44469.9,46758.2,43400.5,48909.4,46409.6,46273.2
"Cdkal1",4689.385,4650.24,4863.225,5451.225,4917.92,4665.12
"Cdkl1",9862.17,9328.08,10727.7,10038.5,11294.8,9941.77
"Cdkl2",36409.8586666667,39827.1693333333,35656.7886666667,38914.749,37702.781,37315.82
"Cdkl3",46.25175,70.621,42.0339,19.8099,76.7945,93.7935
"Cdkl4",1925.75,2314.34,1346.5,2161.19,1653.37,1755.03
"Cdkl5",52337,57708.2,51880.45,49996.2,56216.75,51102.2
"Cdkn1a",1104,498.294,704.237,1441.77,470.083,1264.82
"Cdkn1b",19011.9,20079.5,20574.4,22351.4,20034.2,18361.2
"Cdkn1c",4021.46,3216.667,2851.578,4400.4195,1776.958,3959.81
"Cdkn2a",10.3257,12.09503795,14.75365,18.47655,0,0
"Cdkn2aip",15196.7,14718.3,14537.1,13845,15241.2,15667.8
"Cdkn2aipnl",22265.6,22023.7,20505.9,21381.1,23118.4,21254
"Cdkn2b",283.602,297.912,266.156,307.551,338.226,425.232
"Cdkn2c",826.07,1585.57,1357.9,1450.52,1210.37,1335.09
"Cdkn3",144.813,298.26,140.855,308.814,317.203,238.257
"Cdnf",1044.21,831.654,959.015,940.325,1155.73,933.134
"Cdo1",86775,93454.7,91515.3,84950.3,92874,80332.9
"Cdon",24173,23895.8,24834.9,23520.3,25021.1,23311.7
"Cdpf1",3075.89,3443.63,2355.63,2428.69,2716.73,2997.12
"Cdr2",18569.2,14450.4,12811.2,15136,13219.8,19529.2
"Cdr2l",18695,19115.2,19746.6,19624,20221.1,18791.5
"Cds1",50192.8,51760,47411.5,51570.1,46151.8,51361.1
"Cds2",130704,136564,130893,137611,134634,125104
"Cdsn",0,21.025,29.5073,0,0,47.9277
"Cdt1",480.818,382.175,219.373,237.049,249.632,397.529
"Cdv3",4078.183,4089.1345,4559.1785,4266.4335,3866.0285,5044.0955
"Cdx4",0,32.3694,0,0,22.21,0
"Cdyl",18607.7,20549.9,18399.3,17977,18659.5,19296.6
"Cdyl2",7191.3,5897.34,6599,7245.45,6461.13,6133.86
"Ceacam1",760.4054267,732.3135136,975.42624075,731.1306045,741.30006665,868.4515075
"Ceacam16",0,0,41.3102,18.2861,36.2763,0
"Ceacam18",429.545,550.46,454.574,517.001,415.667,791.1
"Ceacam9",0,19.734,0,59.1404,0,72.276
"Cebpa",5163.87,5498.53,4428.29,5046.13,6056.02,5620.6
"Cebpb",1128.13,343.686,754.503,577.101,625.155,1094.36
"Cebpd",2912.43,996.503,3418.86,1550.95,1164.3,3297.51
"Cebpe",26.3276,0,0,18.2861,36.2763,0
"Cebpg",50385.8,54527.6,49396.2,50478.5,52663.9,49102.8
"Cebpz",44128.1,50043.2,41525.8,44794.2,49914.2,44091.1
"Cebpzos",770.81,1036.28,1075.3,1030.61,929.939,1143.66
"Cecr2",16470.3,15525.3,17772.8,17380.9,18930.7,16288.5
"Cel",73.3066,231.672,256.152,111.713,255.555,47.9277
"Cela1",2011.8418,1965.562,1596.1975,2195.91185,2027.579,2193.43415
"Cela3b",223.979,495.288,423.697,451.24,218.939,396.625
"Celf1",53468.1,55582.7,50609.9,54889.1,53493.7,51694.7
"Celf2",57672,53435.9,57898.1,59209.2,57841.1,55779.8
"Celf3",29249.2,21588.1,28306.6,25178.2,21268.8,29557
"Celf4",42030.4,27458,47811.2,36362.6,24891.9,47923.6
"Celf5",137196,104629,145997,127438,125739,138143
"Celf6",6973.07,5513.12,5447.22,6658.48,5341.85,7623.52
"Celsr1",18920.1,18379.7,18184.8,18251.6,16796.9,19655.8
"Celsr2",323364,286911,334375,330242,297224,335484
"Celsr3",75391.1,67176.1,86178.4,73799.7,69345.3,77271.3
"Cemip",29910.1,38816.5,32501.1,31510.7,34959.4,28036
"Cemip2",12850.365,13441.485,12882.4,12868.5,12364.715,12474.9
"Cenatac",2931.7,2687.88,3025.12,3251.42,2934.4,2933.24
"Cenpa",24.873,0,0,37.1894,29.4133,20.8376
"Cenpb",45660.4,38459.9,44042.4,40782.7,35162.2,46247.2
"Cenpc",26984.5,31227.7,27667.5,28588.4,28407.5,26226.9
"Cenpe",3509.11,4211.73,3520.32,3439.82,3396.57,3584.84
"Cenpf",1454.58,1764.66,2242.63,1628.16,2487.81,2295.04
"Cenph",207.366,184.373,262.91,193.619,220.559,205.683
"Cenpi",776.705872,719.1135,594.0075,595.1435,715.114,607.7105
"Cenpj",9121.79,9073.83,10159.4,10203.3,9312.55,9474.56
"Cenpk",1272.21,1523.53,1386.2,1177.43,1915.65,1410.28
"Cenpl",1990.49,1937.74,1830.85,2081.62,2022.9075,2164.264
"Cenpm",943.304,752.171,895.787,663.328,657.756,662.631
"Cenpn",785.068847766667,933.090333333333,791.454866666667,1061.88216666667,932.911333333333,946.897
"Cenpo",504.074,760.723,717.561,869.138,725.76,853.156
"Cenpq",357.876,572.566,480.056,393.242,484.272,462.56
"Cenpt",99.4717,264.042,237.506,133.9,118.947,106.93
"Cenpu",179.584,194.637,125.378,207.57,99.9917,211.167
"Cenpv",3164.61,3112.46,3741.12,4186.12,4208.49,3884.85
"Cenpw",76.0736,189.412,246.576,191.478,65.6896,187.499
"Cep104",34493.6495,36655.963,33127.475,35596.31,34110.8275,34565.7625
"Cep112",7471.16,7504.65,7337.06,7126.56,6878.87,6913.96
"Cep120",51757.6,55797.7,51135.9,51457.6,54690.3,47623.5
"Cep126",19487.1,21089.7,21737,22634.9,22711.8,19404
"Cep128",2895.28,3038.99666666667,3045.02,3033.15333333333,3483.47333333333,2820.27
"Cep131",23403.7,19121.6,25613.9,22835.1,17769.3,23042.3
"Cep135",11221.2,10829.6,10970.5,10529.1,12221.2,9884.87
"Cep152",77.5281,69.405,41.3102,95.4762,29.4133,0
"Cep162",7429.435,7610.575,6973.285,7181.795,7469.285,7076.795
"Cep164",5413.403,5334.8095,5218.171,5408.037575,4595.085,5502.7871
"Cep170",24443.4197,26818.266,24538.79525,25369.0447,26404.494,25596.0518
"Cep170b",261762,223133,258394,242224,208766,266626
"Cep19",36255.4,39467.4,35789.2,37617.6,38719.8,34478.9
"Cep192",15554.115,16934.65,16347.5,16478.85,17728.85,15024.2
"Cep20",20621.9,18970.8,17866.4,18411.7,16561.8,17882.1
"Cep250",19759,21660.8,22120.9,22724.3,19516.3,21949.9
"Cep290",22485.9,27238.9,27243.95,26388.3,28415.2,25447.55
"Cep295",7203.08,7597.11966666667,7557.90387666667,7427.441,8050.57666666667,7458.42166666667
"Cep350",50490.06,56768.01,56141.215,55902.78,56850.14,51709.51
"Cep41",5147.936764,4294.355,4048.721,4556.755,4578.077,5085.6547295
"Cep43",15610.3,18069.2,13524.8,15109.6,16132.2,16947.2
"Cep44",8384.46,8848.68,7689.37,8257.8,8420.63,7383.22
"Cep55",467.063,403.573,286.516,330.528,460.087,161.946
"Cep57",21594.3,24804.8,18415.8,21526.9,21151.1,21385.2
"Cep57l1",4474.16,5398.48,4423.03,4870.17,4367.57,4875.04
"Cep63",3815.78,4070.51333333333,3837.30666666667,4035.59,3665.42666666667,3525.03
"Cep68",28899.2,30025.2,28071.3,29526.2,28618.2,29484.4
"Cep70",4134.42513333333,3973.38128733333,4053.35308333333,4049.34366666667,3975.00131466667,3919.29526666667
"Cep72",193.267,356.754,249.899,175.714,148.36,90.2831
"Cep76",5190.6115,5491.23325,4353.662,4987.71065,4621.995,4647.31
"Cep78",7792.69,8302.24,8079.78,7637.33,8357.89,7939.18
"Cep85",10835.95,11349.2,10160.46,11097.35,10883.875,10379.75
"Cep85l",6243.28666666667,7142.89666666667,7232.16666666667,7174.57,7706.61333333333,7129.22
"Cep89",3465.83,3507.97,3276.785,4041.5,3887.69,3619.165
"Cep95",19868.4,21068,18102.8,20264.8,21281.7,20436.9
"Cep97",25812,25971.6,25751.3,26739.9,28340,26578.7
"Cept1",36443.6,40037.5,34309.4,39814.9,38959.1,37698.4
"Cer1",53.9473,53.3944,68.5904,40.0008,0,44.417
"Cercam",2094.645,1468.53,1902.34,1971.15,1846.38,1603.96
"Cerk",50525.2,52830.4,55136.7,59598.3,56115.6,52530.5
"Cerkl",618.498,361.05245,341.549,535.6685,316.9814,523.21975
"Cers1",45940.1,34156.9,47440.3,39580.7,33220.8,49336.1
"Cers2",17135.312,19109.8946,14939.3,16986.6615,15591.4045,16662.4324
"Cers3",0,77.5844,103.571,66.7298,233.708,146.653
"Cers4",44936,45215.4,41671.6,45201.4,43516,41000.8
"Cers5",13216.02,15183,13003.37,14058.565,13031.345,13272.775
"Cers6",38867.6,39448.6,39601.3,38285.8,41598,36635.1
"Cert1",108749,119170,110886,112608,114137,106788
"Ces1d",107.3252,23.4138,37.1159733333333,38.5845,65.5158333333333,22.8887366666667
"Ces1f",41.5336,0,0,0.0968144,0.0799729,0.0990897
"Ces2g",37.30975,76.7525,70.42765,27.81005,20.21195,49.33235
"Ces2j",0,0,29.5073,0,22.21,24.3483
"Ces4a",45.5244,21.025,0,0,29.4133,0
"Ces5a",1093.31,1123.29,983.101,1098.57,1139.19,1008.25
"Cetn2",48284.5,52809.3,45111.1,49199.5,50628.4,47034.4
"Cetn4",564.644,619.865,676.251,772.519,853.191,870.119
"Cfap100",2502.14,2382.06,2152.57,2396.02,1834.19,2530.24
"Cfap107",76.0736,108.873,166.688,120.475,110.11,157.599
"Cfap119",2668.13,2085.49,1871.54,2524.5,2049.67,2563.96
"Cfap126",5064.24,3732.98,2902.86,3708.07,2279.66,5125.82
"Cfap141",1327.86,1378.4,1361.74,1196.46,1719.17,1336.65
"Cfap144",3248.52,2985.57,2326.88,2502.89,2392.52,3343.38
"Cfap157",422.324,323.244,217.146,532.042,321.845,428.675
"Cfap161",1845.75,1615.92,1511.82,1549.18,2271.96,2089.24
"Cfap20",25878.3,24930.6,24512.7,25111.3,28282.7,27392.1
"Cfap206",2270.61,1889.12,1686.63,1892.56,1778.95,2013.58
"Cfap20dc",13614.665,15757.775,12946.28,12854.825,13769.36,12904.86
"Cfap210",1328.12,1350.57,1119.96,1116.33,1270.82,1112.27
"Cfap221",519.465,469.5,291.209,389.852,202.898,521.02
"Cfap251",5541.84,4336.7,4929.08,4499.26,4705.06,5614.18
"Cfap276",1071.04,1201.69,1062.82,1106.86,1124.46,1293.43
"Cfap298",20520.8,19482.3,18605.4,17342.4,20374.7,20333.9
"Cfap300",9537.91,6412.15,4977.59,7525,4808.09,8070.71
"Cfap36",73494.6,81818.8,74150.2,82203.9,79387.8,78280
"Cfap410",16604.1,16283.3,16232.7,16083.7,14570.9,17959.3
"Cfap43",16318.9,15848.2,11400.2,16215.7,15009.3,18016.5
"Cfap44",10759.1,8309,8559.18,10500.3,8734.96,11314.2
"Cfap45",3472.34,2926.87,2017.7,2633.75,2830.38,2797.34
"Cfap46",1159.053,1148.053,972.623666666667,1271.06833333333,1070.90533333333,1305.08766666667
"Cfap47",2780.97,2553.305,2057.393,2508.714,2022.1325,2766.88
"Cfap52",11393,8245.37,6935.49,8911.77,6815.14,10608.3
"Cfap53",1302.76,1263.54,1601.29,1336.67,1438.38,1414.54
"Cfap54",2913.26,2577.065,2196.105,2636.92,2895.785,2932.365
"Cfap57",1580.27,1727.45,1114.14,1509.77,1501.42,1929.52
"Cfap65",1765.4365,1438.2535,1147.871,1428.732,1231.503,1874.909
"Cfap68",49.746,105.498,0,40.2371,0,70.2143
"Cfap69",22073.6,19903.5,18877.7,18793.3,18866.8,22350.9
"Cfap70",21471.7,21632.5,17725.2,19526.7,18074.4,18277.9
"Cfap73",388.172,222.177,282.49,229.376,196.035,304.437
"Cfap74",2233.99,2090.06,1726.58,2345.53,2317.14,2744.69
"Cfap77",551.235,534.137,434.72,427.895,357.768,589.874
"Cfap90",7381.85,6215.74,6529.96,6083.74,7274.87,6067.82
"Cfap91",2903.25,2345.72,2339.82,2630.25,2437.28,3066.3
"Cfap92",710.056,692.423,760.747,757.372,866.904,1145.98
"Cfap95",575.029,537.465,538.642,665.339,647.625,1001.88
"Cfap97",15131.5,17071.7,14422.3,15668.3,15850.2,15473.4
"Cfap97d2",77.3657,76.2934,91.7679,36.5721,48.3685,66.0235
"Cfap99",2935.31,2271.29,2031.73,2624.94,2534.48,2870.04
"Cfb",4865.16,5338.89,4570.375,6190.94,3595.21,5104.575
"Cfd",567.326,327.887,429.184,514.054,258.499,477.11
"Cfdp1",20316.515,22920.165,21200.525,22293.67,22314.595,20833.46
"Cfh",25733.105,24844.2,21961.7,24696.59,24105.065,23151.99
"Cfhr4",21.3027647656667,928.57,766.713333333333,239.843666666667,102.5181,119.794666666667
"Cfi",26.3276,24.19,76.2905,18.9033,36.2763,0
"Cfl1",424019,410711,392200,401931,432615,413652
"Cfl2",61381.4,63988.8,54873.2,58887.4,60881.9,60911.2
"Cflar",10154,10450.1,9994.1,10234.8,9945.52,10492.3
"Cfp",3365.89,3884.97,3719.58,3154.85,3537.31,3444.44
"Cftr",3768.59,4446.03,4498.65,3918.01,3938.85,2953.09
"Cga",78.8203,63.0749,41.3102,134.86,0,550.16
"Cgas",127.0101833,30.24645,28.39375,10.6668543705,11.105,22.20849118
"Cggbp1",63735.1,67985.4,59736.6,63603.9,64496.3,61921.8
"Cgn",3871.66,3532.86,2936,3576.05,2749.37,4170.73
"Cgnl1",45932.4,42448.9,42596.8,54650.8,33642.2,57192.5
"Cgref1",19660,19643.2,17898,17401.8,18558.4,18605
"Cgrrf1",11212.9,12176.7,12469.8,11473.5,10872.9,12456.4
"Ch25h",1909.83,1624.83,1520.61,1572.34,667.534,975.088
"Chac1",5324.23,5181.58,5433.61,4828.1,4863.04,5326.36
"Chad",99.4717,74.4194,197.566,58.6678,70.5785,20.8376
"Chadl",2227.03,1244.5,2533.77,1445.1,1048.63,2080.31
"Chaf1a",9459.06,9211.11,9058.58,8783.5,8884.15,9836.49
"Chaf1b",980.801,1084.18,402.909,817.853,739.827,924.005
"Champ1",30209.6,30923.5,29917.6,31623,30547.9,29265.9
"Chat",224.887,292.897,214.354,18.9036,332.71,421.357
"Chchd1",15594.8,17220.7,14831.6,16521,16375.9,16989
"Chchd2l2",4446.67,2999.89,4866.59,4156.91,4057.79,5683.18
"Chchd3",53585.9,54357.7,54586.8,54692.6,53688,59734.6
"Chchd4-ps1",5676.62,5146.15,4310.25,4852.48,4351.91,5135.49
"Chchd5",10520.5,10201.4,10474.1,10457.9,10191.1,11148.5
"Chchd6",29175.9,26107.8,24944,24252.2,26491.6,26971.9
"Chchd7",1365.13,1488.11,1131.93,1578.96,1564.97,1477.14
"Chct1",20.6514,53.3944,0,21.3337,70.5785,0
"Chd1",18605.55,21657.135,18457.5,19148.6,21797.95,19506.7
"Chd1l",5868.68,5636.75,4591.76,5188.18,5816.17,5068.43
"Chd2",34385.505,38816.7116666667,41194.64,41723.8023333333,42172.014,38632.9683333333
"Chd3",452388,457360,452178,456925,459289,467271
"Chd4",247701,277769,256166,286243,272555,257908
"Chd5",95369.55,94124.55,106423.4,97215.8,89964.95,100546.25
"Chd6",69746.3,75561.9,72582.85,70650.45,72587.35,69169.8
"Chd7",28103.1,28667.7,31489.2,29152.7,31094.2,29987.9
"Chd8",60390.65,67196.75,63018.85,68669.55,67198.5,60759.3
"Chd9",34559.5,36725.35,37432.5,36748.7,37427.05,33380.55
"Chdh",4697.65,3454.87,2903.33,3314.55,2832.12,3707.95
"Chek1",1332.717,1063.5975,971.461,972.4935,1113.8875,947.6915
"Chek2",537.4045,439.713,495.4945,658.021,545.666,480.316
"Cherp",23979.4,19258.4,26081.7,23294.7,19508.9,24092.2
"Chfr",25607.4,27593.1,25683.3,24910.2,27588.6,25257
"Chga",81120.1,75550.6,85783.5,79040.2,77403.8,86295
"Chgb",362031,390101,378484,369393,394866,373165
"Chi3l1",41131.7,45659.9,40630.7,39699.5,44234.5,39313.6
"Chia",95.9877,82.9954,58.80035,58.83166916,57.4992,72.276
"Chic2",4759.58,5116.08,4302.87,5297.02,4832.54,4716.88
"Chid1",154.5035,101.5134073,142.829317,57.07144515,108.9526339,103.82804945
"Chit1",267.3213134,136.78624745,191.4074283,169.2112617,174.9889151,235.2535
"Chka",13551.87,12919.685,13631.745,13512.65,14624.75,14461.15
"Chkb",17586.2,17790.5,16269.2,16457.9,16866.1,18006.5
"Chl1",225520,236476,201965,227942,231241,230471
"Chm",19063.64,21997.1,19181.91,20529.84,20367.06,20482.8
"Chmp1a",83615.5,79400.6,72372.5,80683.1,74340.1,82610.6
"Chmp1b2",19384.5,22656,20485.5,21418.3,20691.8,21511.5
"Chmp2a",39024.7,43598.1,36585.4,37948.8,40727.4,39394.8
"Chmp2b",38080,44068.1,38050.2,39141.1,39373.4,39684.1
"Chmp3",40262.1,40738.6,35737.4,40029.2,40215,39344.7
"Chmp4b",3977,3203.67,3510.49,3227.04,3831.35,3551.92
"Chmp4bl1",30827.8,32192.3,33072.5,33669.8,31422.2,33602.8
"Chmp4c",654.563,412.418,578.744,601.087,342.774,717.151
"Chmp5",74119.4,81976.7,69962.4,75730.3,76331.5,71450.2
"Chmp6",10247.3,9017.71,9834.63,9948.24,8964.55,10556.4
"Chmp6-ps1",5083.23,4216.73,4733.65,5000.31,4250.16,4710.15
"Chmp7",67874.1,69187.6,68110.1,67338.5,65101.1,69654.3
"Chn1",563360,602419,559176,582452,612481,533574
"Chn2",9929.97,10538.22,8864.055,9906.68,11293.85,10298.775
"Chodl",331.2955,209.3564,196.8805,222.374,212.8925,400.9385
"Chordc1",64086.9,70699.4,74163.5,77405,80510.8,71241.1
"Chp1",32046.3,37606,34386.1,34228.6,35896.7,32941.9
"Chp2",416.648,477.89,297.89,576.286,180.688,167.519
"Chpf",52596.1,37423.8,49296.7,45166.3,34863.3,58312.8
"Chpf2",47691.8,42789,47982.1,42889.3,38132.4,46906.1
"Chpt1",30402.6,33343,31756.6,31075.9,32258.1,31720.1
"Chrac1",5353.79,5080.09,4497.15,4925.44,4183.27,4740.76
"Chrd",24458.2,21576.6,27653.7,25882.7,26779.2,26840.3
"Chrdl1",9888.55,9197.84,9114.09,9759.63,9162.11,9238.42
"Chrdl2",24.873,45.215,0,0,29.4133,23.5794
"Chrm1",49513.5,44322.7,51800.5,49510.3,47721.1,50935.9
"Chrm2",8104.56,10437.7,8494.72,9216.7,9138,9054.82
"Chrm3",46974.3,48947.9,50652.5,53772.1,50261,45278.2
"Chrm4",13414,13098.1,13027.9,12394.9,13687.5,11974.7
"Chrm5",9863.31,9521.16,10363.5,7235.37,9540.77,7648.28
"Chrna1",305.546,149.422,217.069,155.432,51.6233,197.302
"Chrna10",27.6197,0,0,0,131.379,0
"Chrna2",1397.52,1033.28,1349.92,1371.57,1197.93,941.972
"Chrna3",2134.81,346.168,980.298,1520.1,828.101,430.053
"Chrna4",10273.245,11184.55,10083.97,8631.5905,10055.625,10084.98
"Chrna5",1.5787,2959.99,117.774,316.092,433.159,1114.44
"Chrna6",0,21.025,59.0145,192.004,48.3685,0
"Chrna7",18498.17,16846.6985,17251.84,17542.35,17416.6365,19134.435
"Chrna9",26.3276,45.215,0,37.3341,22.21,0
"Chrnb1",389.484,256.631,242.199,444.382,452.884,354.861
"Chrnb2",32499.8,31754.4,35150.9,33767.2,29761.4,34292.6
"Chrnb3",458.802,520.186,607.31,774.713,538.563,368.086
"Chrnb4",4273.9,320.079,1685.32,2888.82,505.541,493.908
"Chrne",679.872,397.813,604.149,438.287,314.382,297.259
"Chrng",4203.816,4446.32,4045.39366666667,4181.48766666667,4897.85859,4642.14833333333
"Chst1",103491,94378.2,105000,99063.2,98418.4,97788.6
"Chst10",21000.034775,22164.2383585,20933.971414,21826.8992175,21766.4845915,21201.9635
"Chst11",11991.8,9572.27,10524.8,11963.9,11282.4,12610
"Chst12",7109.93,5592.69,7078.56,6076.34,5965.73,6635.08
"Chst13",0,0,0,0,0,0
"Chst14",1236.02,1060.57,1099.6,987.236,1050.51,1086.61
"Chst15",15873.52,17574.145,16216.5,16979.785,17883.275,15883.3
"Chst2",56677.1,48299.1,58477.5,49222.9,45376.7,59128.1
"Chst3",4673.62,5344.58,5454.78,4883.74,5594.01,5150.97
"Chst4",150.49,227.067,268.383,200.332,287.883,194.588
"Chst5",1391.06,960.236,1261.77,1163.95,1066.9,1152.59
"Chst7",4420.25,4372.76,4068.02,5430.65,4068.03,4965.54
"Chst9",13283.4,13996.8,11457.3,12148.3,13175,12756.6
"Chsy1",25140.4,25203.4,23073.6,24568.8,25489.7,25171.7
"Chsy3",7676.54,9360.52,8827.91,8197.08,8955.7,8904.45
"Chtf18",1427.4,1246.55,845.757,1480.79,1148.28,1460.47
"Chtf8",39302.4,41738.1,43139.6,46520.9,42178.9,43164.9
"Chtop",41553.85,43206.95,37564.11,41594.67,39694.75,39171.695
"Chtopl1",6163.47,6651.86,5122.63,5963.96,5257.54,5637.01
"Chuk",38422.2,41431.2,38317.9,38877.5,40037.2,37764.1
"Ciao1",13501.985,13944.53555,13227.85,13591.9305,13050.175,14124.049
"Ciao2a",14148.8,14021.9,11952.8,13479.7,12885.5,12109
"Ciao2b",11136.3,10509,9411.54,9873.17,9802.71,8200.32
"Ciao3",20211.8,17916.6,17600.9,16789.6,16797.6,18474.5
"Ciapin1",20772.3,21763.5,19857.9,21343.7,22143.3,21145.1
"Ciart",7001,7199,3986.69,3943.13,3544.54,4944.05
"Cib1",6893.91,6684.89,6195.97,6256.46,5460.52,7011.31
"Cibar1",19628.5,19885.4,18543.8,18270.1,19949.2,21497.8
"Cibar2",911.422,641.683,512.03,1010.08,817.855,1131.59
