"symbol","FKPM_CTL_ZT10","FKPM_CTL_ZT14","FKPM_CTL_ZT18","FKPM_CTL_ZT2","FKPM_CTL_ZT22","FKPM_CTL_ZT6"
"Camk4",19659.335,23764.645,21895.32,21380.71,23238.71,19026.855
"Camkk1",253248,269966,268699,302827,287059,262043
"Camkk2",42788.5,38840.2,41946.9,43900.7,38062.8,42809.8
"Camkmt",3848.73,3036.75,3549.23,3706,5165.36,3785.72
"Camkv",377649,345327,354525,357047,352701,377602
"Camlg",15964.6,16128,16573.2,15012.8,15387.4,16006
"Camp",26.3276,59.2019,84.0678,80.4741,65.6896,24.3483
"Camsap1",61194.45,63041.1,60764.85,61037.4,61501.05,60303.4
"Camsap2",170303.36,188018.405,178193.795,187083.2,193765.343,176192.5245
"Camsap3",6924.98,5961.235,7247.965,6525.325,5941.0595,7545.665
"Camta1",30444.545,27923.33,31826.155,28009.51,27075.55,29966.265
"Camta2",207761,206204,220042,225774,220195,206406
"Cand1",215828,225414,206427,213489,219708,213171
"Cand2",3494.745,2655.8345,3226.045,3198.450725,2225.19,3622.88
"Cant1",26145.9,28785.1,27067.7,28751,26081.2,29314.7
"Canx",571220,619710,553918,619000,598263,583458
"Cap1",154134,176774,155919,192271,179556,159488
"Cap2",69125.8,77993.25,73206.55,73814.1,79638.55,68948.05
"Capg",2101.25,2153.17,1740.88,2067.82,1925.21,1816.23
"Capn1",6071.3,5565.85,5337.23,6823.45,5271.04,6086.3
"Capn10",22728.9,23284.6,22566.4,22525.2,22120.4,22388.2
"Capn11",27.6197,0,0,18.667,0,23.5794
"Capn12",903.505,796.996,565.079,758.483,644.025,782.709
"Capn13",98.0172,40.759,98.0977,98.6686,114.058,0
"Capn15",12691.9735,9685.62,14535.27,12074.69,11049.095,13798.43
"Capn2",80511.5,88359.1,85452.7,84562,90398.5,80334.9
"Capn3",134.23325,103.235255665,72.333271625,91.462982435,96.563554045,148.8394224
"Capn5",17437.125,15173.6935,14245.146,15938.765,15732.4395,17018.435
"Capn6",2555.5,2731.35,2962.35,2866.05,2766.42,3196.93
"Capn7",54265.7,60197.3,55738,58856.9,61475.9,54624.3
"Capn8",25.6003,9.867,0,21.3337,24.184226275,36.47805
"Capn9",0,0,0,37.5704,22.21,0
"Capns1",0,24.19,0,18.9033,70.5785,0
"Caprin1",219325,229023,214495,234945,232290,223289
"Caprin2",2873.5669,2899.34733333333,2892.72487333333,2902.01336666667,2985.92736666667,2736.435
"Caps2",696.625,610.5505,437.885,817.969,457.426,721.9855
"Capsl",2701.33,2242.4,1985.03,2703.85,2360.79,2906.85
"Capza1",51708.5,55767.3,48332.4,52144.2,54351.5,52984.1
"Capza2",275977,291032,262104,281045,291721,265390
"Capzb",47727.585,46811.1,49429.05,46660.71,49554.75,46467.875
"Car1",225.291,359.301,127.605,284.143,175.799,209.038
"Car10",11601.3,10394.4,8924.55,8600.73,8484.27,8137.28
"Car11",60928.3,49348.2,59035.6,52549.7,49587.8,62565.9
"Car12",74898,68905.4,65951,74115.9,63461.3,82920.9
"Car13",2354.38,1154.6,901.414,1429.32,438.464,1412.31
"Car14",9094.89,8603.35,6309.56,7330.54,5588.12,8264.14
"Car2",198870,193280,149659,201945,195884,212934
"Car3",5672.83,3240.04,3331.73,4695.58,2938.62,2823.09
"Car4",14045.8,14853.9,14014.6,17978.7,13856.3,17376.9
"Car5b",3429.53,3258.38,2468.18,3288.14,3486.35,2858.7
"Car6",7005.39,7430.73,7525.21,7910.05,8664.58,7277.16
"Car7",11835.4,11811.7,10486.9,10654.5,10767.5,11027.7
"Car8",2357.9,2567.33859005,1818.457,2050.69699075,2275.93131,2560.1285
"Car9",273.705,350.574,203.895,251.853,468.911,548.545
"Card10",924.829,663.151,1120.48,1936.47,656.193,1509.87
"Card11",733.404,777.652,750.751,1252.76,1408.04,954.563
"Card14",335.497,341.836,389.658,493.907,239.174,403.714
"Card19",1027.4950373,500.51119645,677.40837295,796.7345,722.44993815,863.05128755
"Card6",131.554,850.17,331.384,197.461,714.57,439.281
"Card9",747.503,612.034,769.629,730.98,518.22,1276.31
"Carf",9634.4145,10275.448,9517.291,10067.91,11030.765,10045.8947
"Carhsp1",33729.5,34133.9,30005.2,31569.3,33268.4,31012.6
"Carm1",38240.1536666667,38968.25,38333.67,37099.6533333333,35838.26,37321.152
"Carmil1",21942.395,22220.67,20817.08,21415.375,22001.085,22201.205
"Carmil2",24447.5,21485.5,24281.8,22758.8,20943,23724.8
"Carmil3",26426.7,22302.7,29048,24417.1,21625.7,27308.8
"Carnmt1",7490.84,7707.84,7002.33,8348.78,7179.27,7284.59
"Carns1",6602.24,5413.9,6430.9,5513.03,4591.42,6385.04
"Cars1",37960.2,40129.9,36632,38359.7,36915,36687.3
"Cars2",11527.6,9622.15,9239.14,10355.9,9579.94,9730.1
"Cartpt",1732.39,942.016,567.687,946.854,1200.32,1516.91
"Casc3",48909.5,56381.5,52177.5,53988.6,55690.3,51730.4
"Casd1",39438.4,42412.8,36104,40670.4,39147.1,37613.4
"Cask",13621.918,14216.5125,13787.827,13606.064,14888.2,14394.538
"Caskin1",59494,42708.00807,61006.723725,51761.5,43860.708215,63457.797522
"Caskin2",25583.9,22116.5,24076.6,24434.5,20179,25617.4
"Casp1",1529.57,1350.92,1291.61,2026.5,1471.74,1476.37
"Casp12",187.061578,192.9281784,179.1760615,258.0205,64.70245,159.69476
"Casp2",7463.809,7644.886,7001.9565,7297.3575,7486.959,7327.3785
"Casp3",16115.3,16602.9,15056.8,17094.5,16297.1,16449.3
"Casp4",1881.8,2109.78,1769.53,2366.48,1269.2,1650.71
"Casp7",3757.97,2884.79,2745.43,3056.12,2933.38,2966.52
"Casp8",446.947,816.148,624.558,1154.65,599.569,931.969
"Casp8ap2",25512.5,33073,25315.8,23712.3,27834.2,28039.7
"Casp9",11448.132,11253.7075,11650.984,11546.9015,11620.212,10963.6715
"Casq1",537.369,497.774,537.863,477.381,527.998,505.773
"Casq2",1197.43,1085.86,1072.4,873.329,1178.64,1217.96
"Casr",378.4645,435.9025,446.484,349.751,495.8935,383.1475
"Cass4",813.313,755.858,763.145,938.42,828.313,821.79
"Cast",14052.5,14005.5408,13372.29045,13909.075,13518.229175,13696.9
"Castor1",1749.1,1945.72,1502.86,1346.41,914.592,1244.5
"Casz1",1738.5,202.443,1435.23,1559.77,184.637,281.136
"Cat",53280.7,53537.3,49968.1,51150.7,53983.6,50202.7
"Catip",1709.935,1171.198,1249.6925,1506.5765,1339.814,2073.2795
"Catsper2",2326.82,1921.94,1865.76,2443.72,1835.11,2009
"Catsper3",0,39.4679,68.5904,42.6675,0,24.3483
"Catsper4",0,32.3694,84.0678,39.6198,0,49.3767
"Catsperd",1302.5,1309.98,1168.62,1426,876.695,1231.52
"Catspere",363.3445,386.859,280.9098,337.641,423.8045,449.321
"Catsperg",2486.47,1785.5,2020.79,1627.43,1908.37,2255.37
"Cav1",22999,26596.5,23787.3,27384.9,25012.4,22597.3
"Cav2",20326.6,21568,17135.7,20768.9,17705.9,20144.9
"Cav3",664.623,364.561,387.509,456.809,166.622,715.126
"Cavin1",30711.9,29205.3,28245.3,34949.4,22481.1,29854.8
"Cavin2",12710.7,14629,11834.7,11733.4,8693.8,10050.1
"Cavin3",5554.44,4182.61,4726.61,3877.41,3194.07,4762.42
"Cavin4",4788.31,5101.42,4292.46,4405.17,4986.98,4945.51
"Cbarp",71316.2,42520.5,72346,54408.7,44748.6,78016.2
"Cbfa2t2",28867.1,27860.1,31036.4,29394.4,28249.7,29692.4
"Cbfa2t3",3233.38,2778.2555,4751.915,4226.85,3219.4485,3837.18
"Cbfb",26730.6,26235.9,22506.9,25625,25507.1,25552
"Cbl",39969.2,40741.1,37756.3,38638.3,46400.2,39736.8
"Cblb",16340.195,17339.035,18238.86,17857.74,19457.16,16883.555
"Cbll1",32026.5,32816.1,29648,30129.2,33637.8,30713.9
"Cbln1",5599.89,5731.16,4946.07,3344.08,3635.73,4662.37
"Cbln2",13271.4,16208.5,16330.2,15613.2,14619.3,13586.4
"Cbln3",0.000846936,19.7334,56.7738,56.4673,29.4081,0
"Cbln4",9631.46,9679.75,8339.56,4632.3,6780.79,8882.33
"Cbr1l2",750.363333333333,856.630666666667,669.548,855.042,905.980333333333,857.7327
"Cbr3",2718.91,2358.3,2059.09,1788.33,2149.4,1989.83
"Cbr4",9311.6,9846.83,9384.18,9988.79,10516.7,9888.4
"Cbs",18933.65,17956.5,19159.1,17859.2,19112.9,19341.65
"Cbx1",5166.47,5456.58,5864.13,5819.2,6224.38,5303.2
"Cbx2",2251.23,1987.98,1847.08,2157.79,2959.88,2212.18
"Cbx3",18461.844,19817.15,16930.3,19272.0335,19307.65,17253.1
"Cbx5",33146.54,33183.095,31548.35,33252.495,33798.155,33653.25
"Cbx6",107282,100703,106657,112677,96232.1,114133
"Cbx7",17895.605,18117.125,17255.26,19522.825,18525.855,17214.33
"Cbx8",4771.21,4317.19,3418.52,4142.8,3772.51,4215.12
"Cby2",193.267,170.657,361.436,226.854,139.523,264.054
"Cc2d1a",18094.8,13470.3,17046.8,15956.3,14714.5,19534.3
"Cc2d1b",25465.7,23654.6,20366.7,22807.4,20770.7,24734.1
"Cc2d2a",42523.9,44096.4,42317.1,44644.2,50555.1,39565.2
"Ccar1",17067.2,21177.3,20950.8,19892.9,21314.8,18266.5
"Ccar2",39281.6,40654.8,39516.4,50029.9,41231.2,40369.1
"Ccdc102a",1276.01,1041.9,1326.16,931.288,536.482,1800.55
"Ccdc103",331.437,169.366,186.619,323.854,155.223,259.863
"Ccdc106",10320.9,9237.56,9031.44,9120.6,8997.3,9517.79
"Ccdc107",14595.3,15831.7,12372.3,14829.5,14125.1,14988.7
"Ccdc112",9620.43,11658.1,10487.1,10729.3,11552,9792.35
"Ccdc113",2644.48,2505.19,2013.41,2697.19,2045.81,2841.55
"Ccdc115",15324.07,16707.984,14694.5605,14965.979,15469.931,15123.726
"Ccdc116",274.834,358.195,315.244,419.384,355.547,396.87
"Ccdc117",10521.6,11823.8,11057.9,10767,12974.1,10158.5
"Ccdc12",13624.8,14415.4,13164.6,15309.5,15608.9,14298.8
"Ccdc120",3350.725,2767.2845,3325.01,2836.706,2786.488,3494.4445
"Ccdc121rt",320.541,213.788,124.521,266.238,257.189,215.446
"Ccdc122",2875.56,2871.74,2812.78,2459.94,2014.84,2664.1
"Ccdc124",23717.3,16057,22002.3,19894.8,15196.8,25065
"Ccdc125",1571.38,1188.15,814.802,1652.89,1201.19,1574.68
"Ccdc126",10463.6,11992.3,10956.4,11341,11232.1,11484.5
"Ccdc13",3186.2,2462.94,2068.33,2882.32,2665.3,2901.37
"Ccdc134",8185.36,8398.42,8337.26,8231.18,7711.53,6992.6
"Ccdc136",31644.1,32697.5,33923.9,30756.8,30261.8,31059.2
"Ccdc137",13421.9,13624.1,12812.9,12965.9,14198.2,13641
"Ccdc138",6637.15,6855.12,5232.91,5667.54,6375.22,6179.21
"Ccdc14",5094.87,5441.49,6003.3,4898.87,5062.53,5201.96
"Ccdc141",51463.8,46334.6,40831.8,51108.7,42426.4,53379.5
"Ccdc144b",52.4927,0,103.571,40.2371,0,0
"Ccdc146",3546.08,2788.4,2784.87,3791.12,3515.68,3761.15
"Ccdc148",3903.4415,3892.3565,4037.7,3889.775,4530.1845,3559.8425
"Ccdc149",17084.7,17706.7,17437.3,18980.2,16679.1,18244.9
"Ccdc15",3413.33,3499.83,3469.25,2969.47,4487.92,3326.97
"Ccdc150",104.1775,164.2505,160.94,166.68355,125.6328,82.24555
"Ccdc152",105.148,121.508,196.195,55.2392,143.131,69.5342
"Ccdc153",2097.296,2218.526,2070.5755,2389.6145,2209.7721105,2540.0209675
"Ccdc154",0,2.54994,0,35.9015,0,20.1087
"Ccdc157",10395.7,8058.01,9425.48,9067.61,6904.31,11255.1
"Ccdc158",1186,876.261,938.895,1067.46,967.849,860.634
"Ccdc159",1840.195,1781.51,1853.415,2102.855,2079.675,1820.275
"Ccdc160",960.038,1027.18,955.152,732.243,629.023,664.08
"Ccdc162",704.563,485.696,672.654,647.762,797.279,635.562
"Ccdc163",2012.83,1910.57,1828.38,2028.74,1637.44,2098.84
"Ccdc166",231.823,269.266,244.349,170.617,147.667,253.611
"Ccdc167",4239.17,3785.42,3176.92,4079.33,3947.94,3659.17
"Ccdc169",13.809850745,10.5125,0,9.45165,11.105,12.5142
"Ccdc17",1276.5458735,890.6025,753.3875,877.20263345,974.5285,1073.6567
"Ccdc170",1440.3,1245.4,833.252,1288.18,588.799,1306.69
"Ccdc172",22.76223347,0,0,0,0,23.963866535
"Ccdc174",13133,15666.4,15004,13668.6,16344.6,14198
"Ccdc175",0,0,41.3102,0,0,25.0284
"Ccdc177",762.959,64.949,1405.17,338.003,344.395,892.016
"Ccdc18",5288.81,5747.61,6218.52,5623.26,7440.93,6165.99
"Ccdc180",6349.52,6437.97,6578.01,6533.68,7079.82,7533.11
"Ccdc181",41596.7,40898.5,36552.6,43557,40023.2,43957.7
"Ccdc183",24.873,21.025,93.9949,21.3337,29.4133,25.0284
"Ccdc184",4712.99,4483.39,6368.82,4945.39,4250.5,6382.94
"Ccdc186",52286.4,55738.9,52387.5,56235,57776.6,54017.9
"Ccdc187",1852.92,1192.48,977.088,1313.22,838.104,2085.22
"Ccdc188",0,24.19,0,0,80.6964,0
"Ccdc190",3446.37,2804.24,1910.11,2723.52,2870.95,2978.52
"Ccdc191",6658.51,6756.13,5235.77,6591.63,5684.35,6045.85
"Ccdc22",14545.9,14140.5,14912.1,14370.7,14296.2,15860.7
"Ccdc24",81.4485,221.431,78.0384,185.669,147.392,58.5299
"Ccdc25",32197.4,34913,33408.5,34055.4,34853.1,31949.9
"Ccdc27",1277.76,1141.4,1191.21,1318.98,1162.4,1191.25
"Ccdc28a",6459.92,6126.31,5619.97,5510.03,6084.25,6631.08
"Ccdc28b",3021.377,2939.281,2828.1115,3130.2355,3327.177,2968.0625
"Ccdc3",1255.67,1160.34,907.933,1623.36,711.354,1170.73
"Ccdc30",28183.5,28239.9,27045,26199.2,29203.6,26889.9
"Ccdc32",71930.1,71496,62802.7,71899.4,70670.8,65565.1
"Ccdc33",1178.17,852.654,553.263,694.331,918.28,953.046
"Ccdc34",5885.59,6792.97,5732.4,6490.4,6583.47,6299.22
"Ccdc39",9441.65,9953.86,9038.94,9930.625,9841.175,9335.615
"Ccdc40",2820.41,2132.4345,1846.2665,2739.46,1871.765,2765.425
"Ccdc42",778.745,919.939,784.353,841.67,842.119,982.811
"Ccdc43",19666.3,23703.6,21034,19867.6,22201.3,19287
"Ccdc47",135296,159619,148087,150537,152187,141923
"Ccdc50",19175.1,21790.8,21978.8,20118.1,22186.6,20605.1
"Ccdc51",4495.212,5269.527,4240.8705,4514.66,4425.365,3907.384
"Ccdc57",9255.97,10337.2,11535.2,9999.99,9836.99,10766.4
"Ccdc59",8765.21,8963.86,7557.52,8679.81,8493.65,7889.49
"Ccdc6",17837.4,18486.4,17585.7,16780,15875.6,17295.5
"Ccdc60",840.077,458.985,339.278,716.045,536.835,1101.64
"Ccdc61",2341.84,1799.77,2174.31,2526.13,1878.93,2758.05
"Ccdc62",6784.66,7929.68,7346.39,6652.49,8916.52,6862.74
"Ccdc65",12738.8,12804,12099.5,13727.5,12622.9,13398.9
"Ccdc66",20841.9,18749.9,20931.5,21196.7,20939.6,19029.4
"Ccdc68",471.447,299.762,375.2,387.803,345.676,418.076
"Ccdc69",238.954,439.19,150.782,257.62,432.295,516.74
"Ccdc71",15098.3,11386,11759.3,14454.4,12015.2,14383.6
"Ccdc71l",741.228,451.64,898.176,500.764,384.62,814.251
"Ccdc74a",589.446,403.41,285.736,248.096,96.0433,323.825
"Ccdc77",14418.6,15101.1,12538.3,13405.4,14033.4,11605
"Ccdc78",879.509,984.401,869.877,870.807,630.317,785.754
"Ccdc8",5184.7,5937.57,4950.12,5628.34,5504.71,5683.39
"Ccdc80",16169.2,19090.1,15932.7,18363.7,15789.3,17841.3
"Ccdc81",1287.62,1807.58,1029.21,1229.09,1215,1785.37
"Ccdc82",8567.41,9906.415,9722.02,9195.02,9400.195,9062.06
"Ccdc83",277.51,227.006,248.452,295.191,358.462,300.926
"Ccdc85a",3863.99,2522.965,4586.37,2880.215,3019.255,4891.38
"Ccdc86",10363.5,8962.93,8714.61,8105.62,8629.88,8673.81
"Ccdc87",20.6514,248.241,133.078,181.048,110.45,95.0865
"Ccdc88a",145319,174432,147566,154492,176272,152013
"Ccdc88b",2218.28,2103.28,2463.81,2668.72,2122.4,2242.84
"Ccdc88c",20264.7,20698.3,18234.5,18363.5,17773,19428.3
"Ccdc90b",10870.9,11406.8,9255.89,10766.3,9946.72,11698.2
"Ccdc91",19051.8,19320.1,17925.5,19141,18769.6,17299.4
"Ccdc92",23162,21582,25743.8,22895.4,21303.9,24270.1
"Ccdc93",15000.9,18570.3,16462.6,17666.8,18211.6,17454.5
"Ccdc96",2283.15,2838.98,2124.44,2722.79,2297.51,2372.41
"Ccdc97",24955.4,23060.2,24676.8,24107.9,21338.6,25804.1
"Ccdc9b",2592.9375,2632.363,2504.29,2284.657,1809.98,2620.014
"Ccer2",216.848,228.507,56.7875,222.191,239.174,222.854
"Cchcr1",1722.616,1300.872,2007.8905,2442.2645,1632.238,2385.6535
"Cck",69719.6,48687.6,65235,55844.6,48418.2,67511.3
"Cckar",51.2006,0,68.5904,0,22.21,66.7036
"Cckbr",4157.9405,3041.51875,3677.205,3413.8335,3030.19975,3643.3965
"Ccl1",120.123,64.7388,54.5606,0,0,0
"Ccl11",157.965,21.025,0,37.8066,22.21,44.417
"Ccl17",20.6514,68.114,0,0,0,44.417
"Ccl19",1124.56,1041.29,936.429,1207.47,444.047,705.097
"Ccl2",147.743,91.5713,105.798,213.284,106.855,191.622
"Ccl20",26.3276,0,0,37.3341,0,0
"Ccl21",51.2006,0,27.2803,0,0,44.417
"Ccl24",230.1385,150.172,123.3265,178.9065,70.23175,206.3295
"Ccl25",0,0,0,55.2392,22.21,23.5794
"Ccl27",9222.48,8915.92,9731.08,9367.93,8298.28,9022.93
"Ccl28",0,52.1022,0,0,0,44.4147
"Ccl3",26.3276,21.025,140.778,39.6198,110.11,50.0568
"Ccl4",0,21.025,0,40.2371,58.8265,92.3447
"Ccl5",86.8273,108.663,100.325,151.477,0,25.0284
"Ccl6",524.978,476.599,444.219,398.378,225.448,288.878
"Ccl7",45.5244,112.596,222.97,93.0458,36.2763,73.0449
"Ccl9",642.521,223.841,403.688,644.16,232.651,234.814
"Ccm2",12754.0258895,11112.126,12097.67,11997,10778.14,11838.9
"Ccm2l",713.699,614.256,528.638,638.002,287.543,618.303
"Ccn1",489.954,509.676,341.505,484.528,445.421,644.011
"Ccn2",12390,16492.2,16174.2,9798.09,11312.4,10549.3
"Ccn3",168934,161495,157651,150305,160861,161229
"Ccn4",2359.57,2628.76,2185.1,2380.6,2420.99,1671.16
"Ccn5",986.071,627.372,1091.04,559.669,204.872,569.763
"Ccn6",68.9226,138.077,160.358,0,92.7885,48.6078
"Ccna1",4331.61,3378.3,4624.09,4209.08,3805.77,3625.45
"Ccna2",233.4595,148.4969,210.897,280.8445,76.9595,208.794
"Ccnb1",2528.51,1986.29,1919.72,1763.27,1586.4,1804.75
"Ccnb1ip1",41.3042,59.2271,123.523,26.1129,58.8341,75.1119
"Ccnb2-ps2",286.187,430.093,424.639,359.414,434.949,207.745
"Ccnb3",78.8203,119.695,54.5606,73.9062,58.4864,73.6362
"Ccnc",49052.8,52020.5,44135.4,46167,46673.2,46541
"Ccnd1",12815.604,11405.4,10998.6045,12852.921,11646.1,12413.3105
"Ccnd3",20237.8,19011.3,19570.7,17294.6,16548.1,18498
"Ccndbp1",32387.8,36214.8,31762.6,35706,32204,33555.6
"Ccne1",9925,9527.23,8943.24,10151.1,10172.6,9858.99
"Ccne2",7068.15,8271.8,6775.47,6352.69,7705.03,6863.82
"Ccnf",2199.13,2056.64,2762.44,2112.8,3220.83,2081.65
"Ccng1",243354,276207,237861,257987,263601,246611
"Ccng2",30305.1,32473,29843.1,30261.7,31095.4,28798.5
"Ccnh",19986.5,21261.8,19123,19449.4,19949.7,20615.4
"Ccni",145148,150236,142215,141875,155402,143990
"Ccnjl",2507.055,2920.6,3023.67,2857.06,2931.23,2976.09
"Ccnk",6311.21,5458.5,6390.625,5509.595,6372.69,5875.255
"Ccnl1",9739.5524175,10813.245725,9235.3408745,10396.7100535,10275.16,9351.567
"Ccnl2",19628.4333333333,19097.4,19911.4333333333,20736.9333333333,18598.3666666667,19346.2333333333
"Ccno",102.239,32.3694,27.2803,0,0,0
"Ccnq",7384.53,7339.52,7140.31,8475.14,7228.72,7884.37
"Ccnt1",1706.43,1591.21,1490.37,1799.7,1780.22,1254.97
"Ccnt2",69087.2,72544.7,76964.2,72044.8,75984.1,65909.4
"Ccny",59189.4,60851.6,61512.8,63988,59959.8,62746.3
"Ccnyl1",15150.2,15998.5,13864.3,15211.7,15723.9,14360.5
"Ccp110",86624.7,93839,90023.5,97542.1,99535.8,92115.8
"Ccpg1",25872.5,28774.7,26399.05,28239.2,30000.05,26253.55
"Ccr10",128.546,202.258,133.078,58.2868,106.855,131.958
"Ccr1l1",80.2749,19.734,0,0,22.21,69.4454
"Ccr3",1030.25,1020.48,694.975,841.42,722.165,733.771
"Ccr5",8014.13,9851.01,7777.87,7151.16,8654.75,8584.2
"Ccr6",86.8273,24.19,64.4876,153.657,101.966,48.6966
"Ccr7",99.6341,137.519,86.2948,233.239,81.0365,73.725
"Ccr9",103.257,91.5713,0,75.6133,0,0
"Ccrl2",490.39,615.721,589.956,399.612,265.673,392.591
"Ccs",15811.6,15889.7,13759.3,13674.2,15311.4,14777.5
"Ccsap",16037.8,15803.9,13925.7,13845.5,16657.9,14403.5
"Ccser1",31706.1,32384.4,33703.1,31118.9,35108.3,30276.8
"Ccser2",46767,50131,49773.5,46956.2,52527.4,50016.9
"Cct2",83329.3,87117.1,76450.5,83978.6,83148,83108.7
"Cct3",121586,133387,117728,127573,126931,121895
"Cct4",114050,116503,107084,118680,113944,117944
"Cct5",149962,166195,140897,160459,164782,153774
"Cct6a",36779.1,35727.7,33513.7,42304.5,38550.9,36444.9
"Cct6b",1032.4,789.429,680.011,1025.9,873.86,1031.3
"Cct7",84733.5,87143.3,79171.2,82024.9,79710.3,84278.6
"Cct7-ps1",24726.7,27145.5,23808.8,25413.8,26397.7,25703.1
"Cct8",147848,160322,140976,148714,151329,145430
"Ccz1b",14295.8758,15568.2495,12678.932,13555.300718,13861.2035,14380.07985
"Cd101",688.859,968.29,815.627,450.869,846.8,668.484
"Cd109",2370.02,3040.42,1971.38,2190.33,2517.71,2036.25
"Cd14",671.571,1050.7,865.415,662.749,560.079,796.148
"Cd163",1253.1225,2407.2965,1966.3605,1021.949,1037.1415475,767.30390885
"Cd164",41268.1,42100.1025,38480.815,40932.1305,40232.4,40756.38
"Cd164l2",810.912,664.347,717.561,897.184,549.021,1001.74
"Cd180",2078.41,2102,1666.97,2037.24,2154.46,2565.56
"Cd19",48.2712,52.1034,134.448,58.2868,84.6448,44.417
"Cd1d1",3206.41,1761.07,1829.16,2577.35,1341.32,1304.49
"Cd2",120.123,60.4929,84.0678,37.5704,0,23.5794
"Cd200",68055.3,72301.7,67733.4,61227.6,66771,69418
"Cd200r1",247.397,367.168,369.564,494.38,505.788,260.544
"Cd209f",20.6514,56.5594,34.9804,135.096,0,108.379
"Cd22",182.349,118.114,164.465,0.0251229,86.5925,75.0971
"Cd226",73.3059,0.00388472,384.185,122.492,0.00273871,72.6659
"Cd24",52595.5,53206,47540.4,56490.4,54985.1,55686
"Cd244",833.9145,1117.0925,853.245,750.6665,1167.061,675.7145
"Cd247",22.7622436,0,0,19.80993195,24.18425,23.96387315
"Cd27",70.3975,40.759,98.0977,119.621,36.2763,45.1859
"Cd274",3837.07,3301.72,3365.18,3499.55,3768.64,3327.13
"Cd276",7473.87,6547.29,6743.13,7727.99,6469.02,7353.25
"Cd28",153.419,77.5844,70.8174,79.8569,22.21,24.3483
"Cd2ap",16028.5,16579,17057,18276.3,17185.3,17347.7
"Cd2bp2",109393,120914,102463,120422,112779,112164
"Cd300a",118.6584,285.5325,122.213,151.2145,154.406,197.744
"Cd300c2",0,0,0,0,0,0
"Cd300e",152.147,255.652,144.102,151.95,110.11,275.898
"Cd300le",327.327,222.177,290.19,245.613,102.906,211.256
"Cd300lf",906.87284225,552.781,683.3887,789.3081,619.8435,833.527
"Cd300lg",20.6514366,0,0,0,0,36.1380036
"Cd302",10483.3,11374.4,10220.6,10628.4,9243.46,10359.9
"Cd320",22023.55,19680.805,19026.44,20378.655,17478.635,19945.895
"Cd33",1987.2,1582.47,1819.56,2055.85,1519.09,2315.45
"Cd34",7558.95,9173.9,8452.86,9345.85,6643.46,8603.78
"Cd37",522.719,667.885,610.907,368.046,620.88,634.337
"Cd38",9817.56,11158.1,10130.9,9080.97,10053.9,8928.28
"Cd3d",45.5244,21.025,59.0145,56.0927,0,0
"Cd3e",1115.685,1566.586,1187.914,1524.5,2043.15,1513.256
"Cd40",308.13,415.583,285.736,303.046,204.872,273.68
"Cd40lg",0,19.734,29.5073,0,36.2763,0
"Cd44",8961.805,10271.21,9696.435,8094.755,10419.295,7698.125
"Cd46",8552.96666666667,7481.08666666667,7828.39,7714.46666666667,7535.20333333333,7910.34333333333
"Cd47",19556.0366666667,19525.31,17975.5466666667,19039.1266666667,19343.3233333333,18006.1133333333
"Cd48",11652.5,12996.4,10956.4,11575.1,11039.7,10405.1
"Cd52",45.5244,19.734,126.748,59.1404,77.7817,114.631
"Cd53",3915.84,3766.74,3912.23,3633.22,4901.08,4019.4
"Cd55",2610.9,3204.66,3508.42,3259.6,3351.01,3534.59
"Cd59",76333.1,84425.7,71534.8,77088,75117.9,78161.7
"Cd6",239.519,170.5516881,192.641,249.8105,227.59899745,295.8685033
"Cd63",22566.23,18595.565,17042.865,21143.95,16249.435,18900.83
"Cd68",865.877,629.023,740.233,767.094,287.543,635.317
"Cd69",0,19.734,0,0,0,0
"Cd7",74.5987,192.973,123.93,170.709,0,229.351
"Cd70",73.1442,74.4194,168.058,213.048,151.615,243.964
"Cd72",89.574,97.3184,0,58.2868,0,0
"Cd74",4636.4245,3073.515,2399.415,4357.43,2363.1115,3253.546
"Cd79b",71.852,71.8373,0,21.3337,22.21,73.6362
"Cd80",89.1226,25.1303,100.325,31.8992,4.56225,12.9828
"Cd81",258546,245033,246724,249766,237472,267834
"Cd82",27242.3,24215,24093.6,25672.9,24676.3,22638.2
"Cd83",15321.8,15286.2,13121,13664.7,14505.4,15375.2
"Cd84",1116.595,866.52475,967.5961925,992.4065,891.99695745,729.07643815
"Cd86",461.27,587.9372,355.7913381,481.919,381.0115,452.6035
"Cd8a",27.6197,92.3041,0,80.4741,0,73.725
"Cd8b",20.6514,45.215,0,36.9531,0,72.276
"Cd9",54172.2,55450.2,38817.1,47140.8,50661.1,49433.1
"Cd93",5293.24,3957.17,5062.64,10195.7,6720.25,10094.3
"Cd96",0,113.887,70.8174,56.4737,65.6896,25.0284
"Cdadc1",8033.605,8539.705,7746.8,8398.085,8405.915,7881.905
"Cdan1",13007.7,12104.1,13164.4,12633.7,12867.7,12205.7
"Cdc123",44124.9,47707.5,42540.7,46294.9,47126.3,44682
"Cdc14a",11160.4,10840.2,8932.49,9970.91,9469.51,9353.96
"Cdc14b",3285.527,2911.30745,3133.72682935,2934.18765,2953.44,2785.73572
"Cdc16",15874.8985,16256.295,14016.6878,15325.598,15551.639,15340.9275
"Cdc20",1008.2,806.208,767.24,870.083,720.778,1060.59
"Cdc23",28943.4,31137.8,30933.4,29741.2,31397.6,28975.6
"Cdc25a",5394.35,4547.91,4571.86,5178.88,4858.98,4586.48
